1.71863450e+1, 9.55413482e+2
1.72072063e+1, 2.84145639e+2
1.72141601e+1, 1.73239047e+2
1.72335827e+1, 8.54548128e+1
1.72373393e+1, 6.19190157e+1
1.72419752e+1, 4.23500556e+1
1.72543641e+1, 3.21947036e+1
1.72941285e+1, 2.59734817e+1
1.73416459e+1, 2.05955055e+1
1.73810506e+1, 1.63818161e+1
1.74380395e+1, 1.26635779e+1
1.74788030e+1, 1.06254493e+1
1.75090559e+1, 9.21999538e+0
1.76174787e+1, 9.59204819e+0
1.77704617e+1, 1.03562984e+1
1.79234446e+1, 1.11663304e+1
1.80764275e+1, 1.26000012e+1
1.82294104e+1, 1.45617454e+1
1.83823934e+1, 1.77645430e+1
1.85353763e+1, 2.21125077e+1
1.86883592e+1, 2.78232391e+1
1.88371859e+1, 3.63098710e+1
1.89901688e+1, 4.84614428e+1
1.91431517e+1, 6.55109994e+1
1.92933372e+1, 8.64750524e+1
1.94324126e+1, 1.17743612e+2
1.95437528e+1, 1.54899733e+2
1.96744357e+1, 2.04550201e+2
