3.92196054e+16, 3.79535403e-4
4.11090744e+16, 4.27909675e-4
4.15695144e+16, 4.82951278e-4
4.30281774e+16, 5.53866354e-4
4.46270179e+16, 6.44975256e-4
4.55229727e+16, 7.15068744e-4
4.73096498e+16, 8.48386778e-4
4.87108453e+16, 9.97704641e-4
5.20171455e+16, 1.17120598e-3
5.84588475e+16, 1.38647719e-3
6.47464581e+16, 1.63201622e-3
6.86385155e+16, 1.90793111e-3
7.27645333e+16, 2.23707849e-3
7.71385755e+16, 2.61528751e-3
8.17755514e+16, 3.09370514e-3
8.66912665e+16, 3.67044494e-3
9.19024764e+16, 4.32910259e-3
9.79973354e+16, 5.14522074e-3
1.07905814e+17, 6.14758490e-3
1.21623129e+17, 7.07309708e-3
1.30448297e+17, 8.20569395e-3
1.38289842e+17, 9.62130202e-3
1.48324372e+17, 1.14688123e-2
1.55415386e+17, 1.34633398e-2
1.69637480e+17, 1.55088714e-2
1.85161040e+17, 1.78651876e-2
2.02105164e+17, 2.05189273e-2
2.22215421e+17, 2.43434923e-2
2.44326727e+17, 2.88809259e-2
2.62821452e+17, 3.37632856e-2
2.86872296e+17, 3.87785686e-2
3.17727185e+17, 4.62783985e-2
3.62323143e+17, 5.28385491e-2
4.13178557e+17, 6.06853801e-2
4.64345784e+17, 7.03174062e-2
5.29521022e+17, 8.07599489e-2
6.21728591e+17, 9.41285901e-2
7.40724038e+17, 1.08422941e-1
8.69709214e+17, 1.26073105e-1
1.02115508e+18, 1.42449844e-1
1.21659857e+18, 1.54687527e-1
1.44944888e+18, 1.69635340e-1
1.72686545e+18, 1.87864660e-1
2.05737804e+18, 2.09283253e-1
2.45114893e+18, 2.30863963e-1
2.92028541e+18, 2.52179685e-1
3.47921205e+18, 2.69042892e-1
4.14511418e+18, 2.80894974e-1
4.93846633e+18, 2.95583774e-1
5.88366174e+18, 3.11652600e-1
7.00976237e+18, 3.28594976e-1
8.35139250e+18, 3.46458390e-1
9.94980328e+18, 3.61010626e-1
1.18541411e+19, 3.68853111e-1
1.41229588e+19, 3.76126014e-1
1.68260158e+19, 3.82037686e-1
2.00464231e+19, 3.90336957e-1
2.38831986e+19, 3.98033471e-1
2.84543120e+19, 4.06680229e-1
3.39003115e+19, 4.09837524e-1
4.03886455e+19, 4.09785138e-1
4.81188110e+19, 4.09732759e-1
5.73284879e+19, 4.07271990e-1
6.83008465e+19, 4.04825999e-1
8.13732544e+19, 4.04774254e-1
9.27947455e+19, 4.04735450e-1
