6.92411730e+14, 1.13235477e-2
8.28946632e+14, 1.38078636e-2
1.02279705e+15, 1.72276535e-2
1.24598967e+15, 2.08514230e-2
1.49804391e+15, 2.58047062e-2
1.85618027e+15, 3.16174259e-2
2.27965878e+15, 3.87506058e-2
2.75541001e+15, 4.69598121e-2
3.28035360e+15, 5.86048177e-2
4.06443875e+15, 7.04699946e-2
5.00902750e+15, 8.56797374e-2
6.17335898e+15, 1.06096098e-1
7.60815758e+15, 1.29790720e-1
9.29372552e+15, 1.58497607e-1
1.13898701e+16, 1.93308810e-1
1.42184404e+16, 2.44085684e-1
1.77341761e+16, 3.05584832e-1
2.30422381e+16, 3.67062311e-1
3.03719278e+16, 4.49067978e-1
3.90873671e+16, 5.52553066e-1
5.15192986e+16, 6.64623493e-1
6.82320016e+16, 7.98790281e-1
9.03610623e+16, 9.31780603e-1
1.22473373e+17, 1.03197959e+0
1.67231300e+17, 1.09402731e+0
2.15091182e+17, 1.27666046e+0
2.85509268e+17, 1.36284075e+0
3.81843985e+17, 1.51310441e+0
4.51074905e+17, 1.63896911e+0
5.60781334e+17, 1.58578795e+0
7.28385944e+17, 1.59822816e+0
9.77704445e+17, 1.55739497e+0
1.17328161e+18, 1.32543979e+0
1.42093276e+18, 1.13281184e+0
1.60792903e+18, 9.14037591e-1
1.83848037e+18, 7.17107027e-1
2.01426998e+18, 5.73228876e-1
2.16689097e+18, 4.78027156e-1
2.37702746e+18, 3.80852219e-1
2.53969134e+18, 3.09476274e-1
2.77949926e+18, 2.48768604e-1
3.01590880e+18, 2.00784704e-1
3.13779924e+18, 1.67866405e-1
3.37702403e+18, 1.24976958e-1
3.58772073e+18, 9.72992034e-2
3.86910732e+18, 7.11554829e-2
4.03151593e+18, 5.21005883e-2
4.21971996e+18, 3.88923542e-2
4.50330413e+18, 2.97763281e-2
4.74222765e+18, 2.35398618e-2
4.94977230e+18, 1.85618754e-2
5.28811434e+18, 1.45314466e-2
5.68015679e+18, 1.11068484e-2
